season,episode,episode_title,companions,year_came_out,series_type,story_title,doctor_num,episode_mood,missing,vibe_tags,villains,setting,imdb_rating,plot_summary
7,1,Asylum of the Daleks,"Amy, Rory, space!Clara",2012,Modern,Asylum of the Daleks,11,"Dark, Ominous, Thrilling",0,"Futuristic, Apocalyptic, Intense, Gritty",Daleks,"Asylum planet, Future",8.5,"Amy, Rory and the Doctor are reunited when they are kidnapped by the Daleks, who send them on a mission to destroy the most horrifying place in the universe- the asylum of the Daleks."
7,2,Dinosaurs on a Spaceship,"Amy, Rory, other",2012,Modern,Dinosaurs on a Spaceship,11,"Exciting, Adventurous",0,"Action, Mysterious, Western, Adventure",Solomon,"Space, Future, 2367",7.2,"The doctor gathers some of his old friends to help him investigate an unmanned spaceship on a crash course to earth that when it collides, will destroy it, they soon discover the ship's precious and dangerous cargo- dinosaurs."
7,3,A Town Called Mercy,"Amy, Rory",2012,Modern,A Town Called Mercy,11,"Dark, Gritty, Somber, Haunting",0,"Western, Mysterious, Ominous, Tense",The Gunslinger,"Mercy, Wild West, Past, 1870",7.2,"The Doctor gets a Stetson (and a gun), and finds himself the reluctant Sheriff of a Western town under siege by a relentless cyborg who goes by the name of The Gunslinger. But who is he and what does he want?"
7,4,The Power of Three,"Amy, Rory, other",2012,Modern,The Power of Three,11,"Bittersweet, Exciting, Sad",0,"Mysterious, Adventurous, Fast-paced, Humorous",The Shakri,"Earth, Present, 2012",7.4,"Earth is suddenly visited by millions of small black cubes of unknown origin. The Doctor joins Amy, Rory and Rory's father, Brian, to help discover what these cubes bring for humanity."
7,5,The Angels Take Manhattan,"Amy, Rory, River",2012,Modern,The Angels Take Manhattan,11,"Bittersweet, Sad, Melancholic",0,"Dark, Mysterious, Romantic, Intense",Weeping Angels,"New York City, Present, 2012",8.9,"After Rory has an encounter with a weeping angel, the doctor and Amy travel to 1930's New York to save him, but they soon discover that the weeping angels have taken over Manhattan, and soon, maybe, the world."
7,6,The Snowmen,"Alone, victorian!Clara",2012,Modern,The Snowmen,11,"Dark, Mysterious, Sad",0,"Gothic, Victorian, Mystical, Icy",The Great Intelligence,"London, Past, 1892",8.3,"London, 1892. Snow is evolving, turning into icy monstrosities, but this is no concern for the Doctor who has given up trying to save the universe, leaving it to a clever young governess named Clara to save the day."
7,7,The Bells of Saint John,Clara,2013,Modern,The Bells of Saint John,11,"Dark, Mysterious, Ominous",0,"Modern, Urban, Fast-paced, Technological",The Great Intelligence,"London, Present, 2013",7.8,"The doctor finds Clara in present day, where they work together to solve the mystery of people disappearing which as it turns out, has a sinister link to WiFi."
7,8,The Rings of Ankhaten,Clara,2013,Modern,The Rings of Ankhaten,11,"Bittersweet, Sad,",0,"Mysterious, Ancient, Deserted,",,"Planet Ankhaten, Present, 2013",7.3,"The doctor takes Clara to the rings of Akhaten, A partly destroyed planet, where a religious ceremony is about to be carried out, but a darkness is stirring, a hungry darkness that could consume the rings of Akhaten and the universe."
7,9,Cold War,Clara,2013,Modern,Cold War,11,"Chilling, Dark, Suspenseful",0,"Cold, Dark, Mysterious, Tense",Ice Warrior,"Soviet Submarine, Past, 1983",7.1,The Doctor and Clara find themselves on a Russian submarine that is falling to the bottom of the ocean because of an attack by a rogue Martian warrior that's still on board.
7,10,Hide,Clara,2013,Modern,Hide,11,"Dark, Mysterious, Sad",0,"Gothic, Haunted, Romantic, Suspenseful",The Witch of the Well,"Caliburn House, Present, 2013",7.6,The Doctor and Clara arrive at a supposedly haunted mansion where they find a ghost hunter and a psychic who are on the search for a legendary ghost known as 'the witch of the well'
7,11,The Jorney to the Centre of the TARDIS,Clara,2013,Modern,The Jorney to the Centre of the TARDIS,11,"Dark, Mysterious, Ominous, Suspenseful",0,"Thrilling, Adventurous, Mysterious, Fantastical",,"Tardis, Present, 2013",7.4,"After the TARDIS is caught accidentally by an outer space trash collector, Clara is trapped deep inside of it where she finds herself on a journey through the doctor's past and her future."
7,12,The Crimson Horror,Clara,2013,Modern,The Crimson Horror,11,"Dark, Gothic, Terrifying",0,"Victorian, Horror, Mystery, Suspense","Mrs. Gillyflower, The Crimson Horror","Yorkshire, England, Past, 1893",7.2,"When they find a picture of the Doctor in a recently dead man's eye, it's up to Madame Vastra, Jenny and Strax to save The Doctor and find out what sinister secrets are going on at Sweetsville, Yorkshire."
7,13,Nightmare in Silver,"Clara, other",2013,Modern,Nightmare in Silver,11,"Dark, Ominous, Terrifying",0,"Futuristic, Metallic, Gloomy, Mysterious",Cybermen,"Hedgewick's World of Wonders, Future",7.2,"The Doctor takes Clara and the children she babysits to a rundown amusement park in space where Cybermen are hiding, and ready to invade the most precious place in the universe, The Doctor's mind."
7,14,The Name of the Doctor,Clara,2013,Modern,The Name of the Doctor,11,"Dark, Mysterious, Ominous",0,"Gothic, Mystical, Adventure, Suspense",The Great Intelligence,"London, Past, 1892",8.9,"The Doctor's friends are being kidnapped, which leads him to the fields of Trenzalore, where his greatest secret will be revealed and Clara's mystery will be solved."
7,Special,The Day of the Doctor,"Clara, 10, War, 4",2013,Modern,The Day of the Doctor,"10, 11, War","Bittersweet, Emotional, Sad",0,"Epic, Timeless, Adventurous, Historical","Daleks, Zygons","London, Gallifrey, Tardis, Past, Present, 1562, 2013",9.3,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion."
8,0,The Time of the Doctor,Clara,2013,Modern,The Time of the Doctor,12,"Bittersweet, Melancholic, Sad",0,"Mysterious, Dark, Adventurous, Emotional","Daleks, Cybermen, Weeping Angels","Christmas, Present, 2013",8.4,"The Doctor's worst enemies, The Daleks, The Cybermen, The Angels and The Silence, return, as the doctor's eleventh life comes to a close, and his twelfth life begins."
8,1,Deep Breath,Clara,2014,Modern,Deep Breath,12,"Dark, Confusing, Scary",0,"Mysterious, Victorian, Dark, Suspenseful",The Half-Face Man,"London, Past, 1890",7.8,"When the newly-regenerated doctor arrives in Victorian London, he finds a dinosaur rampant in the Thames and a spate of deadly spontaneous combustions."
8,2,Into the Dalek,Clara,2014,Modern,Into the Dalek,12,"Dark, Intense,",0,"Gritty, Action, Suspenseful,",Daleks,"Space, Future,",7.5,"The Doctor's greatest enemy surrounds a rebel ship. To save everyone, he and Clara must choose to venture into the most dangerous place in the universe. The Doctor is forced to examine his conscience and ask if he is a good man."
8,3,Robot of Sherwood,Clara,2014,Modern,Robot of Sherwood,12,"Humorous, Adventurous,",0,"Medieval, Mysterious, Action","Robin Hood's enemy, The Sheriff of Nottingham","Sherwood Forest, Past, 1190",6.9,"In Sherwood Forest, the Doctor uncovers a sinister alien plot and forms an alliance with Robin Hood. With Nottingham at stake, the Doctor must decide who is real and who is fake."
8,4,Listen,Clara,2014,Modern,Listen,12,"Dark, Terrifying, Sad",0,"Mysterious, Ominous, Suspenseful",,"London, Present, 2014",8.7,"When ghosts of past and future crowd into their lives, The Doctor and Clara are thrown into an adventure that takes them to the very end of the universe."
8,5,Time Heist,Clara,2014,Modern,Time Heist,12,"Dark, Intense, Suspenseful",0,"Futuristic, Mysterious, Thrilling, Fast-paced","The Teller, The Architect, Ms. Delphox","The Bank of Karabraxos, Future",7.8,"The Doctor and Clara wake up in a room with two other people, unable to remember how they got there. As it turns out Someone known as the Architect has employed them to Break into the Universe's most secure bank."
8,6,The Caretaker,"Clara, Other",2014,Modern,The Caretaker,12,"Dark, Intense, Sarcastic",0,"Mysterious, Dark, Suspenseful, Humorous",The Skovox Blitzer,"London, Present, 2014",7.2,"The terrifying Skovox Blitzer is ready to destroy all humanity - but worse, and any second now, Danny Pink and the Doctor are going to meet."
8,7,Kill the Moon,"Clara, Other",2014,Modern,Kill the Moon,12,"Dark, Intense, Sad",0,"Mysterious, Ominous, Suspenseful, Thrilling",,"The Moon, Future, 2049",6.6,"In the near future, the Doctor and Clara find themselves on a space shuttle making a suicide mission to the Moon. Crash-landing on the lunar surface they find the most terrible things."
8,8,Mummy on the Orient Express,Clara,2014,Modern,Mummy on the Orient Express,12,"Dark, Suspenseful, Terrifying",0,"Mysterious, Elegant, Vintage, Murder","The Mummy, Gus","Orient Express, Space, Future",8.4,"On the most beautiful train in history, speeding amongst the stars of the future, a deadly and immortal creature is stalking the passengers."
8,9,Flatline,Clara,2014,Modern,Flatline,12,"Dark, Ominous, Suspenseful",0,"Mysterious, Thrilling, Dark, Gritty",The Boneless,"Bristol, Present, 2014",8.3,"A problem happens with the Tardis, trapping the Doctor inside and leaving Clara to fend for herself against a two dimensional enemy."
8,10,In the Forest of the Night,Clara,2014,Modern,In the Forest of the Night,12,"Dark, Mysterious, Ominous",0,"Mystical, Earthy, Magical, Foreboding",,"London, Present, 2014",6,"One morning in London, and every city and town in the world, the human race wakes up to the most surprising invasion yet: the trees have moved back in. Everywhere, in every land, a forest has grown and taken back the Earth."
8,11,Dark Water,Clara,2014,Modern,Dark Water,12,"Dark, Ominous, Sad",0,"Mysterious, Ominous, Paranoid, Suspenseful","Missy, Cybermen","St Paul's Cathedral, London, Present, 2014",8.5,"In the mysterious world of the Nethersphere, plans have been drawn. Old friends and old enemies manoeuvre around the Doctor, and an impossible choice is looming over him."
8,12,Death in Heaven,Clara,2014,Modern,Death in Heaven,12,"Dark, Intense, Sad",0,"Ominous, Action, Suspense, Thrilling","Cybermen, Missy","London, Present, 2014",7.8,"With Cybermen on the streets of London, old friends unite against old enemies and the Doctor takes to the air in a startling new role. As the Doctor faces his greatest challenge, sacrifices must be made before the day is won."
9,0,Last Christmas,Clara,2014,Modern,Last Christmas,12,"Bittersweet, Sad, Terrifying",0,"Dark, Mysterious, Adventurous, Fantasy",Dream Crabs,"North Pole, Present, 2014",8.1,"The Doctor and Clara face their Last Christmas. Trapped on an Arctic base, under attack from terrifying creatures, who are you going to call? Santa Claus!"
9,1,The Magician's Apprentice,"Clara, Missy",2015,Modern,The Magician's Apprentice,12,"Dark, Ominous, Sad",0,"Medieval, Mysterious, Dark, Epic","Daleks, The Master","Medieval Earth, Past, 1138",8.3,"When the skies of Earth are frozen by a mysterious alien force, Clara needs her friend, the Doctor. But where is he and what is he hiding from?"
9,2,The Witches Familiar,"Clara, Missy",2015,Modern,The Witches Familiar,12,"Dark, Ominous, Suspenseful",0,"Gothic, Mystical, Dark, Menacing",Daleks,"Skaro, Future",8.4,"Trapped and alone in a terrifying Dalek city, the Doctor is at the heart of an evil Empire; no sonic, no TARDIS, nobody to help. With his greatest temptation before him, can the Doctor resist? And will there be mercy?"
9,3,Under the Lake,Clara,2015,Modern,Under the Lake,12,"Ominous, Dark, Suspenseful",0,"Haunted, Mysterious, Paranormal, Isolated","The Fisher King, The Ghosts","Underwater Base, Future, 2119",8.1,The Doctor and Clara find themselves on a underwater station where the crew live in fear of deadly ghosts which have taken over the station.
9,4,Before the Flood,Clara,2015,Modern,Before the Flood,12,"Dark, Ominous, Suspenseful",0,"Mysterious, Haunting, Atmospheric, Eerie","The Fisher King, The Ghosts","Scotland, Present, 2015",8,"In a town that never was, the Doctor and his friends are being stalked by a mysterious figure. With the past and future in the balance, can the Doctor stop the evil Fisher King? And more importantly, who composed Beethoven's 5th."
9,5,The Girl Who Died,Clara,2015,Modern,The Girl Who Died,12,"Bittersweet, Sad, Emotional",0,"Dark, Mysterious, Viking, Action",Mire,"Viking village, Past, 9th or 10th century",7.4,"In a Viking village, a girl named Ashildr is about to make a desperate mistake. The Mire are the deadliest mercenaries in the galaxy, famed for showing no mercy and Ashildr has just declared war on them. The Doctor and Clara have ..."
9,6,The Woman Who Lived,Clara,2015,Modern,The Woman Who Lived,12,"Bittersweet, Sad, Dark",0,"Medieval, Mysterious, Dark, Adventurous",,"England, Past, 1651",7.3,"England, 1651. A deadly highwayman known only as 'The Knightmare' plagues the dark streets of London, his fire-breathing accomplice by his side. There's something clearly more than human here, and that includes the loot as much as..."
9,7,The Zygon Invasion,Clara,2015,Modern,The Zygon Invasion,12,"Dark, Ominous, Suspenseful",0,"Mysterious, Thrilling, Action, Intense",Zygons,"London, Present, 2015",7.7,"Zygons, a shape-shifting alien race, and humans live in peace together on earth, but a group of rogue zygons threaten the peace between humans and zygons."
9,8,The Zygon Inversion,Clara,2015,Modern,The Zygon Inversion,12,"Dark, Intense, Suspenseful",0,"Mysterious, Tense, Gripping, Ominous",Zygons,"London, Present, 2015",8.4,"With the Zygons invading England, and UNIT neutralized, the Doctor stands alone to stop the Zygons from taking over the entire planet. But how can he stop the Zygons? And how can he save his friends?"
9,9,Sleep No More,Clara,2015,Modern,Sleep No More,12,"Dark, Terrifying, Sad",0,"Horror, Suspense, Thriller, Mysterious",The Sandmen,"Space Station Le Verrier, Future, 2134",5.8,"Vision recovered from the wreckage of Le Verrier Space Station shows how the Doctor and Clara became entangled in a rescue mission. As the footage plays out, a horrifying secret is uncovered."
9,10,Face the Raven,Clara,2015,Modern,Face the Raven,12,"Bittersweet, Sad, Tragic",0,"Dark, Mysterious, Ominous, Suspenseful",,"London, Present, 2015",8.5,"The Doctor and Clara are called back to Earth when Rigsy discovers a strange tattoo on the back of his neck that appears to be counting down to zero. Their investigation leads them to a hidden street in the middle of London, the d..."
